id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
2571,0.000008,sctp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits
2572,0.000008,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,4,1,1,1,0,0,0,1,2,0,Reconnaissance
2573,0.000008,pvp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,11,4,0,Exploits
2574,0.810591,tcp,smtp,FIN,32,22,18619,2002,65.384394,62,252,178023.2031,18860.3125,13,8,26.148096,38.223,1550.555763,42.753164,255,3773519116,3050837593,255,0.052362,0.007185,0.045177,582,91,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits
2575,0.000008,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2576,0.000009,rsvp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,1,1,5,0,0,0,5,5,0,Reconnaissance
2577,0.011095,udp,-,CON,2,2,168,112,270.392058,254,60,60567.82031,40378.54688,0,0,0.003,0.002,0,0,0,0,0,0,0,0,0,84,56,0,0,2,0,2,1,1,2,0,0,0,2,2,0,Exploits
2578,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,DoS
2579,0.000006,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2580,0.000008,udp,-,INT,2,0,272,0,125000.0003,254,0,136000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,136,0,0,0,2,2,2,1,1,2,0,0,0,2,2,0,Exploits
2581,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,DoS
2582,0.000009,rsvp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,1,1,5,0,0,0,5,5,0,DoS
2583,0.474083,tcp,http,FIN,10,10,802,3506,40.07737,62,252,12183.52051,53256.49609,2,3,52.675889,42.626444,2653.848636,3011.467097,255,3663513216,2873489496,255,0.108379,0.049643,0.058736,80,351,1,1308,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
2584,0.00001,udp,-,INT,2,0,766,0,100000.0025,254,0,306400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,383,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Exploits
2585,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,Exploits
2586,0.782829,tcp,-,FIN,10,8,564,354,21.71611,254,252,5191.427734,3167.99707,2,1,82.443333,103.178859,5829.917459,140.815516,255,2888334787,867882754,255,0.124261,0.060571,0.06369,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2587,0.265514,tcp,http,FIN,12,24,922,25702,131.819798,62,252,25490.18359,742168.0625,2,10,24.137636,11.245087,1296.336658,1223.207105,255,2894436737,3482630378,255,0.050319,0.00626,0.044059,77,1071,1,12113,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2588,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2589,0.829523,tcp,-,FIN,10,6,564,268,18.082681,254,252,4899.201172,2160.277588,2,1,90.551444,148.858406,4710.45366,220.154031,255,2928303374,683083762,255,0.136294,0.085224,0.05107,56,45,0,0,1,1,3,1,1,3,0,0,0,3,1,0,Shellcode
2590,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,DoS
2591,0.25012,tcp,http,FIN,10,18,828,16696,107.948179,62,252,23860.54492,504365.875,2,7,27.791111,13.852588,1345.501006,1386.283711,255,2015196499,1903743943,255,0.073492,0.01389,0.059602,83,928,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2592,0.000001,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,Fuzzers
2593,0.000008,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS
2594,1.00716,tcp,smtp,FIN,78,28,82758,2206,104.25355,62,252,648929.6875,16902.97461,36,8,13.08,36.619445,1131.704645,45.544281,255,2872904445,2310028023,255,0.026532,0.010149,0.016383,1061,79,0,0,1,1,1,1,1,1,0,0,0,4,1,0,Exploits
2595,0.000001,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,DoS
2596,2.119874,tcp,smtp,FIN,22,20,2829,1672,19.340772,62,252,10193.05859,5996.583008,8,8,100.946384,107.154844,4808.02933,131.337219,255,1275766778,3821006905,255,0.147065,0.083036,0.064029,129,84,0,0,1,1,1,1,1,1,0,0,0,4,1,0,Exploits
2597,0.000001,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,Exploits
2598,0.000004,udp,-,INT,2,0,456,0,250000.0006,254,0,456000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,228,0,0,0,2,2,1,1,1,1,0,0,0,1,5,0,Exploits
2599,0.000008,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS
2600,0.640174,tcp,-,FIN,10,8,564,354,26.555281,254,252,6348.274414,3873.947021,2,1,70.308667,89.26443,5467.633659,138.168391,255,3845515909,3894427493,255,0.06202,0.015317,0.046703,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2601,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,6,6,0,DoS
2602,0.000006,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,DoS
2603,1.816945,tcp,pop3,FIN,50,226,2250,272188,151.352961,62,252,9708.604492,1193141.25,7,111,37.08051,7.795179,1854.076011,839.42825,255,2849779034,3711484437,255,0.069031,0.055164,0.013867,45,1204,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS
2604,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,6,6,0,DoS
2605,0.000008,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Exploits
2606,0.29603,tcp,http,FIN,10,8,798,1322,57.426609,62,252,19430.46289,31267.09961,2,2,32.892222,38.587,1574.253527,61.15684,255,1193801755,766859037,255,0.065182,0.025271,0.039911,80,165,1,256,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2607,0.000006,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,Exploits
2608,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,6,6,0,Exploits
2609,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS
2610,0.744419,tcp,-,FIN,10,8,564,354,22.836602,254,252,5459.291016,3331.457275,2,1,78.659444,99.927859,5877.580804,132.882672,255,1313594312,1184769450,255,0.078648,0.044914,0.033734,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2611,0.000006,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,Exploits
2612,0.710267,tcp,-,FIN,10,8,564,354,23.934661,254,252,5721.791992,3491.644775,2,1,78.821,96.437711,5804.982675,139.746703,255,3389708623,1039255058,255,0.059892,0.0352,0.024692,56,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Reconnaissance
2613,0.217052,tcp,-,FIN,10,8,576,480,78.322246,254,252,19129.05664,15480.16113,2,2,24.116889,29.118,1305.397003,52.344551,255,2499888613,1807672182,255,0.052137,0.006834,0.045303,58,60,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Exploits
2614,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Fuzzers
2615,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS
2616,1.201516,tcp,-,FIN,20,38,1096,32392,47.440066,62,252,6937.901367,210001.3594,6,17,63.237685,30.371297,3635.002931,2447.319677,255,861691060,528853569,255,0.074067,0.046036,0.028031,55,852,0,0,6,1,3,1,1,1,0,0,0,2,5,0,Exploits
2617,0.661387,tcp,-,FIN,10,8,564,354,25.703558,254,252,6144.662598,3749.695557,2,1,72.828889,93.47957,5434.915952,135.491406,255,1795253909,4292818562,255,0.052791,0.00702,0.045771,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2618,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Reconnaissance
2619,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS
2620,1.472435,tcp,-,FIN,16,12,904,642,18.336972,254,252,4607.333984,3200.141357,5,3,95.066934,127.506633,7210.592078,168.141141,255,3655733530,2492636746,255,0.104099,0.069857,0.034242,57,54,0,0,3,1,1,1,1,3,0,0,0,1,4,0,Fuzzers
2621,0.194826,tcp,http,FIN,10,18,804,16880,138.585194,62,252,29729.08984,654655.9375,2,7,21.647333,10.831294,1141.684143,1272.007183,255,4044303652,699758811,255,0.051206,0.006324,0.044882,80,938,1,7834,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2622,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Exploits
2623,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,9,5,0,DoS
2624,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS
2625,0.552515,tcp,ftp-data,FIN,8,8,364,1744,27.148586,62,252,4618.879395,22095.32813,1,2,78.930712,70.864,5389.500344,151.285937,255,3007667966,1262732855,255,0.103265,0.055676,0.047589,46,218,0,0,1,1,2,1,1,3,0,0,0,2,1,0,Exploits
2626,1.102362,tcp,-,FIN,16,10,904,556,22.678575,254,252,6154.058105,3635.829102,5,3,69.513533,112.760891,3726.960157,157.997641,255,327772611,1689763035,255,0.129375,0.087505,0.04187,57,56,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers
2627,0.000008,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Fuzzers
2628,0.840787,tcp,pop3,FIN,26,60,1232,58188,101.09576,62,252,11275.15039,544432.75,7,28,33.631479,14.116085,1693.689049,1105.869531,255,2960903053,4207279027,255,0.063568,0.005036,0.058532,47,970,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2629,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,9,5,0,DoS
2630,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Exploits
2631,0.4832,tcp,http,FIN,10,8,842,1758,35.182118,62,252,12549.66895,25480.13086,2,2,53.688889,57.169,2580.734887,81.756234,255,3284286,2423614682,255,0.129668,0.082411,0.047257,84,220,1,462,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2632,0.897625,tcp,smtp,FIN,60,26,57092,1920,94.694329,62,252,500351.4688,16461.2168,27,8,15.213983,34.441039,1161.143974,43.023707,255,620947300,4187164144,255,0.068872,0.022093,0.046779,952,74,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2633,0.000008,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Reconnaissance
2634,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,9,5,0,Exploits
2635,0.000005,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Fuzzers
2636,1.576247,tcp,smtp,FIN,24,20,5747,1708,27.279989,62,252,27955.00977,8237.288086,9,8,68.532477,81.469422,3511.058749,90.613234,255,1383257096,2222423302,255,0.10104,0.027587,0.073453,239,85,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Exploits
2637,0.000011,udp,-,INT,2,0,1098,0,90909.0902,254,0,399272736,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,549,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Exploits
2638,0.000005,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Exploits
2639,0.654931,tcp,-,FIN,16,10,914,556,38.17196,254,252,10468.27832,6119.728516,5,3,42.3908,69.302664,2127.696549,90.631031,255,1982874584,3784844281,255,0.065366,0.031204,0.034162,57,56,0,0,4,1,2,2,1,4,0,0,0,2,4,0,Fuzzers
2640,0.000003,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,9,5,0,Fuzzers
2641,0.151192,tcp,http,FIN,12,6,5546,268,112.439816,254,252,269008.9375,11852.47949,3,1,12.569636,29.042,830.496043,49.0635,255,1748414242,4224412411,255,0.052954,0.005974,0.04698,462,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,DoS
2642,0.000008,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS
2643,0.449432,tcp,ftp-data,FIN,8,10,364,3754,37.825523,62,252,5678.27832,60147.03125,1,3,64.204571,44.250889,4287.533132,3395.476091,255,2339957885,717514610,255,0.059304,0.039895,0.019409,46,375,0,0,1,1,2,1,1,2,0,0,0,3,1,0,Exploits
2644,0.312018,tcp,http,FIN,12,10,1586,3582,67.303808,62,252,37279.89844,82661.89844,3,3,28.365273,33.523891,1481.535839,52.731297,255,16082700,2208363639,255,0.051021,0.006067,0.044954,132,358,1,167,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2645,0.000008,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS
2646,0.668176,tcp,-,FIN,10,8,564,354,25.442399,254,252,6082.22998,3711.596924,2,1,74.241778,93.945711,5428.622961,134.100734,255,3020465678,1628057147,255,0.056996,0.009871,0.047125,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2647,0.568468,tcp,ftp,FIN,14,12,700,818,43.977851,254,252,9147.392578,10554.68457,4,4,41.979999,48.748184,2108.272493,55.822219,255,394608571,1208926780,255,0.062072,0.032235,0.029837,50,68,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Backdoor
2648,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,DoS
2649,0.000008,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS
2650,0.622056,tcp,ftp-data,FIN,8,8,364,668,24.113584,62,252,4102.524414,7523.438477,1,2,88.865141,80.065859,6001.604971,178.578984,255,2639271471,51680067,255,0.090853,0.045768,0.045085,46,84,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits
2651,0.340707,tcp,http,FIN,10,8,948,1052,49.896245,254,252,20052.41992,21625.61914,2,2,37.856333,41.79157,1846.213365,69.835352,255,676544020,1066283949,255,0.071116,0.02748,0.043636,95,132,1,98,1,1,1,1,1,1,0,0,1,1,1,0,DoS
2652,0.964615,tcp,-,FIN,10,8,490,354,17.623612,254,252,3657.417725,2570.973877,2,1,100.966778,127.051289,6548.810739,191.484938,255,4066159036,2481281086,255,0.113751,0.075251,0.0385,49,44,0,0,2,1,9,1,1,1,0,0,0,3,1,0,Shellcode
2653,0.000003,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2654,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,DoS
2655,0.000003,iso-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,Reconnaissance
2656,0.000003,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,9,5,0,DoS
2657,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,DoS
2658,1.222948,tcp,ftp,FIN,22,22,1198,1628,35.16094,62,252,7483.556641,10165.60059,7,9,58.235618,57.88538,3098.746494,3646.095354,255,2089350418,850146506,255,0.051118,0.006549,0.044569,54,74,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits
2659,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,6,2,1,1,1,1,0,0,0,3,1,0,Reconnaissance
2660,0.000003,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,9,5,0,DoS
2661,0.000003,iso-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS
2662,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Exploits
2663,0.000006,udp,snmp,INT,2,0,126,0,166666.6608,254,0,84000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,63,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2664,0.000003,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,9,5,0,Exploits
2665,0.000006,udp,-,INT,2,0,1098,0,166666.6608,254,0,732000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,549,0,0,0,7,2,2,2,1,6,0,0,0,2,6,0,Fuzzers
2666,0.000003,iso-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS
2667,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Exploits
2668,0.679643,tcp,smtp,FIN,54,24,48363,1992,113.294778,62,252,558740.4375,22470.62109,24,8,12.823453,27.087826,946.923843,32.88559,255,3299912872,961328048,255,0.066213,0.046013,0.0202,896,83,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits
2669,0.000004,udp,-,INT,2,0,1098,0,250000.0006,254,0,1098000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,549,0,0,0,7,2,1,1,1,6,0,0,0,1,6,0,Fuzzers
2670,22.224831,udp,-,INT,4,0,2130,0,0.134984,254,0,575.212463,0,0,0,7408.2775,0,10476.874,0,0,0,0,0,0,0,0,533,0,0,0,13,2,3,3,1,13,0,0,0,3,13,0,Fuzzers
2671,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Exploits
2672,0.000003,iso-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,Exploits
2673,0.000011,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,532,0,0,0,36,2,15,15,1,36,0,0,0,15,36,0,Fuzzers
2674,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Exploits
2675,0.331874,tcp,http,FIN,10,6,892,268,45.197875,254,252,19356.74219,5399.639648,2,1,33.412444,57.706602,1772.176431,80.736,255,2998670335,1192532560,255,0.134188,0.043332,0.090856,89,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
2676,0.000005,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,Fuzzers
2677,0.000004,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,9,1,1,1,0,0,0,1,30,0,Reconnaissance
2678,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Exploits
2679,0.000006,udp,-,INT,2,0,1064,0,166666.6608,254,0,709333312,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,532,0,0,0,8,2,2,2,1,8,0,0,0,2,8,0,Fuzzers
2680,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits
2681,0.000011,udp,-,INT,2,0,1066,0,90909.0902,254,0,387636352,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,533,0,0,0,20,2,4,4,1,20,0,0,0,5,20,0,Fuzzers
2682,0.000005,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,Analysis
2683,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits
2684,0.315683,tcp,-,FIN,10,6,502,268,47.51602,254,252,11454.52832,5676.580566,2,1,37.167999,51.389602,1946.956916,73.618328,255,964062975,2315002303,255,0.147706,0.058729,0.088977,50,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
2685,0.000006,udp,-,INT,2,0,1064,0,166666.6608,254,0,709333312,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,532,0,0,0,5,2,2,2,1,4,0,0,0,2,4,0,Fuzzers
2686,0.000005,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS
2687,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits
